id,failure
26570,0.21383731421659194
26571,0.192060567481329
26572,0.20327294216066916
26573,0.2021273838177724
26574,0.3513941454405674
26575,0.17896966540556863
26576,0.16756389732059315
26577,0.2489625245984561
26578,0.151106335850615
26579,0.17888241751013922
26580,0.16928273935128096
26581,0.23968035323705336
26582,0.20653898436937274
26583,0.1910774176044366
26584,0.24424524883181437
26585,0.1749315900517771
26586,0.18293340713019612
26587,0.18283612159292148
26588,0.2326301649183182
26589,0.19365489668887606
26590,0.21425655515829548
26591,0.2535741096175547
26592,0.24631207980874675
26593,0.20674877196317595
26594,0.1737201312817302
26595,0.24251018585504017
26596,0.25182016531062223
26597,0.19608762847139977
26598,0.2919892055519175
26599,0.20306987929703643
26600,0.20629465381008288
26601,0.23246952954326958
26602,0.3313187956011038
26603,0.19815404420999283
26604,0.17398007664564077
26605,0.17155795025295914
26606,0.1443983923548987
26607,0.19218099024968624
26608,0.1570006971486213
26609,0.2639032472889654
26610,0.18020216008346357
26611,0.16425648897331105
26612,0.14570302766234586
26613,0.20647902274006752
26614,0.1863197063642973
26615,0.19674245479176294
26616,0.17407595710340876
26617,0.1651618264599248
26618,0.41201663408065875
26619,0.19377095912432468
26620,0.2011308239031775
26621,0.18310441023410032
26622,0.18680605480732168
26623,0.22295823924605154
26624,0.19193979930196534
26625,0.2174526421041737
26626,0.15846749557161574
26627,0.38899887833003804
26628,0.1469098181686653
26629,0.32283085152061125
26630,0.20639427887124015
26631,0.24186099572038033
26632,0.24936458544937945
26633,0.18064867708058394
26634,0.2447558856955521
26635,0.25783863465357953
26636,0.4288335543800594
26637,0.22398479671838745
26638,0.2745357466259974
26639,0.17129396355722232
26640,0.20689489051391277
26641,0.22877431256227307
26642,0.25756673289143833
26643,0.2377457281490972
26644,0.18232049370045775
26645,0.19757735154884504
26646,0.228489671149179
26647,0.23594959951746017
26648,0.22331627866089684
26649,0.23485780108775883
26650,0.21870763704377866
26651,0.21285927378507796
26652,0.2427133225520389
26653,0.20517500669610356
26654,0.28934227339289253
26655,0.2512008964129867
26656,0.1945011870751619
26657,0.2127782721577479
26658,0.24781894341648228
26659,0.2068993743699434
26660,0.23182714741994498
26661,0.1956391348439726
26662,0.20567453585202183
26663,0.277530551825695
26664,0.1891830210124505
26665,0.1743322182382304
26666,0.15533778874180104
26667,0.24033150327493671
26668,0.20856629848986735
26669,0.1629529244625659
26670,0.2319517849730695
26671,0.14431267880629045
26672,0.20470308364861867
26673,0.19872239213168238
26674,0.173723200582025
26675,0.19927124293610823
26676,0.14690034901096777
26677,0.3394340849333521
26678,0.19856509820948146
26679,0.23038444691096577
26680,0.1967475114650366
26681,0.3455710299432278
26682,0.1728396586483145
26683,0.31802436555834396
26684,0.2545306274204236
26685,0.16685255812824187
26686,0.22028474681787347
26687,0.2687841751413583
26688,0.2523195967351567
26689,0.2524013140559014
26690,0.18067162495024316
26691,0.20756452325077637
26692,0.25772772560272694
26693,0.2085152965580914
26694,0.18651143883237276
